ID,UNIQUE_ID,Interaction_ID,ID1,EVENT_MASTER,GROUPED_ID,BAR_ID,SOURCE_ID,DATE,DYAD_CODE,BCode,NUMBER_OF_BASINS,LOCATION,CCODE1,CCODE2,IRM1,IRM2,BCCODE1,BCCODE2,COUNTRY_LIST,NUMBER_OF_Countries,COPDAB_SCALE,BAR_Scale,EVENT_TYPE,EVENT_SUMMARY,Issue_Type1,Issue_Type2,Macro_Event,Comments,SOURCE,Source_Source,KLL_Categ,FBIS_Region,DOC_DATE,EVENT_ISSUE,KLL_ISSUE_NUMBER
5219,2915,23,5377,5363,F1029,F1029M,899a,2/1/1999,EGY_TZA,NILE,1,Nile,EGY,TZA,M,M,NILE_EGY,NILE_TZA,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5220,2915,24,5378,5364,F1029,F1029N,899a,2/1/1999,EGY_UGA,NILE,1,Nile,EGY,UGA,M,M,NILE_EGY,NILE_UGA,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5221,2915,25,5379,5365,F1029,F1029O,899a,2/1/1999,EGY_ZAR,NILE,1,Nile,EGY,ZAR,M,M,NILE_EGY,NILE_ZAR,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5222,2915,26,5380,5366,F1029,F1029P,899a,2/1/1999,ETH_KEN,NILE,1,Nile,ETH,KEN,M,M,NILE_ETH,NILE_KEN,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5223,2915,27,5381,5367,F1029,F1029Q,899a,2/1/1999,ETH_RWA,NILE,1,Nile,ETH,RWA,M,M,NILE_ETH,NILE_RWA,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5224,2915,28,5382,5368,F1029,F1029R,899a,2/1/1999,ETH_SDN,NILE,1,Nile,ETH,SDN,M,M,NILE_ETH,NILE_SDN,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5225,2915,29,5383,5369,F1029,F1029S,899a,2/1/1999,ETH_TZA,NILE,1,Nile,ETH,TZA,M,M,NILE_ETH,NILE_TZA,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5226,2915,30,5384,5370,F1029,F1029T,899a,2/1/1999,ETH_UGA,NILE,1,Nile,ETH,UGA,M,M,NILE_ETH,NILE_UGA,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5227,2915,31,5385,5371,F1029,F1029U,899a,2/1/1999,ETH_ZAR,NILE,1,Nile,ETH,ZAR,M,M,NILE_ETH,NILE_ZAR,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5228,2915,32,5386,5372,F1029,F1029V,899a,2/1/1999,KEN_RWA,NILE,1,Nile,KEN,RWA,M,M,NILE_KEN,NILE_RWA,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5229,2915,33,5387,5373,F1029,F1029W,899a,2/1/1999,KEN_SDN,NILE,1,Nile,KEN,SDN,M,M,NILE_KEN,NILE_SDN,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5230,2915,34,5388,5374,F1029,F1029X,899a,2/1/1999,KEN_TZA,NILE,1,Nile,KEN,TZA,M,M,NILE_KEN,NILE_TZA,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5231,2915,35,5389,5375,F1029,F1029Y,899a,2/1/1999,KEN_UGA,NILE,1,Nile,KEN,UGA,M,M,NILE_KEN,NILE_UGA,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5232,2915,36,5390,5376,F1029,F1029Z,899a,2/1/1999,KEN_ZAR,NILE,1,Nile,KEN,ZAR,M,M,NILE_KEN,NILE_ZAR,"Burundi--Congo, Democractic Republic of (Kinshasa)--Egypt--Ethiopia--Kenya--Rwanda--Sudan--Tanzania--Uganda",9,4,4,y,"Launched in February 1999, NBI is seen as transitional arrangement until countries can agree on permanent legal and insitutational framework for sustainable development of the Nile River basin. NBI is financed by several multilateral World Bank, UNDP, FAO and bilateral Italy, Netherlands, Finland, UK, Germany, Norway and Sweden agencies.",8,0,,Nile Basin Initiative LAUNCHED;  See #899b;,Wolf,Water & Sanitation Weekly,1,,10/4/1999,legal & institutional framework for NBI--sustainable develop.,9
5233,2916,1,5391,5377,F933,F933,270b,2/3/1999,ISR_JOR,JORD,1,Jordan,ISR,JOR,I,R,JORD_ISR,JORD_JOR,Israel--Jordan,2,5,3,y,"A leak of unpolluted, treated water from a burst pipe at the Eilat treatment plant carrying treated water for agriculture use in Israel settlement 40 kilometers from Eilat into Jordan land close to Aqaba was stopped after ""strongly-worded"" protest, a senior official said Tuesday. Following the Jordan protest, Israel repaired the pipe and apologized for the incident. The leak, which has occurred repeatedly, was discovered two weeks ago and Jordan asked for explanation from Israel, but authorities did not respond until Jordan's letter of protest. Under 1994 peace treaty between Jordan and Israel, both sides are to take steps to jointly or individually prevent any harm or danger to the environment of either side. The treaty also provides for joint cooperation along common borders and the Jordan River to safeguard ecology and prevent pollution to water resources and agriculture land.",1,0,,APOLOGY;  Israel (I)--Jordan (R);,WNC (FBIS),Amman Jordan Times (www),1,nes,2/3/1999,environment--pollution & ecology,1
5236,2919,1,5394,5380,F96,F96,96a,2/16/1999,ISR_JOR,JORD,1,Yarmuk River& Lake Tiberias,ISR,JOR,R,I,JORD_ISR,JORD_JOR,Israel--Jordan,2,5,3,y,"Jordan government Tuesday denied news reports that Israel will stop pumping water to Jordan to fend off drought in the Jewish state, saying that Jordan requested temporary shut-off to guarantee its own supplies. The Jordan Valley Authority Secretary General Mahasnah's deputy 'Alim told Jordan News Agency, Petra, that authority had asked Israel to stop pumping water from the Yarmuk River and Lake Tiberias to Jordan as of the end of January until the beginning of March to save supplies for the summer. ",2,0,Yarmuk River,REQUEST;  Jordan (I)--Israel ;See also F96.,WNC (FBIS),Amman Jordan Times (www),1,eas,2/17/1999,water use,2
5238,2921,1,5396,5382,F138,F138,138,2/18/1999,CZE_POL,ODER,1,Oder/Odra,CZE,POL,M,M,ODER_CZE,ODER_POL,Czech Republic--Poland,2,7,1,y,"Czech and Poland's common interest is quick integration of Slovakia into EU and NATO, Poland Premier Buzek told journalists after a meeting with his Czeck counterpart Zeman today. The premiers also discussed anti-flooding measures to be taken along the Oder River and a planned motorway to connect the countries.",6,0,,DISCUSS;,WNC (FBIS),Prague CTK,1,eeu,2/19/1999,flood prevention,6
5239,2922,1,5397,5383,F271,F271,271,2/25/1999,ISR_JOR,JORD,1,Yarmuk River,ISR,JOR,,,JORD_ISR,JORD_JOR,Israel--Jordan,2,0,,n/a-contextual information,"Jordan Minister of Water and Irrigation al-Mulqi responded to a query by another deputy concerning construction of diversion dam on the Yarmuk River in northern Jordan. He said that according to the 1994 Jordan-Israel peace treaty, the dam is needed to secure Jordan's share of water. The countries began constructing the dam last year to more effectively use 40 million cubic meters of water each year and regulate year-round inflow water to 110-kilometer-long King 'Abdallah Canal.",10,2,,construction began last year,WNC (FBIS),Amman Jordan Times (www),2,nes,2/25/1999,diversion dam,2b
5240,2923,1,5398,5384,F272,F272,272,3/1/1999,ISR_JOR,JORD,1,Jordan,ISR,JOR,M,M,JORD_ISR,JORD_JOR,Israel--Jordan,2,5,3,y,"Jordan and Israel water officials met yesterday to put finishing touches on funding proposal for joint water projects in Jordan Valley, a senior official said yesterday. Jordan Minister of Water and irrigation al-Mulqi told the Jordan Times that documents on funding for a handful of water projects stipulated in Jordan's 1994 peace treaty with Israel have been prepared and would be reviewed by technical committee in Tel Aviv for finalization.",2,0,,JOINT FUDNING PROPOSAL,WNC (FBIS),Amman Jordan Times (www),1,nes,3/2/1999,water projects,8b
5241,2924,1,5399,5385,F1101,F1101A,918,3/3/1999,TJK_TKM,ARAL,1,Aral Sea,TJK,TKM,R,I,ARAL_TJK,ARAL_TKM,Tajikistan--Turkmenistan,2,7,1,y,"Turkmenistan Foreign Minister Shikhmuradov pointed out that attention during his meetings with Tajikistan President Rakhmanov and Foreign Minister Nazarov was devoted mainly to the development of substanative dialogue on all matters concerning bilateral relations, including the problems of the Aral Sea. Upon having pointed out that Tajikistan, as a country with huge water resources, plays an important role in the resolution of the problem. Shikhmuradov said message from the President of Turkmenistan to Rakhmanov have been delivered, inviting him to attend the Ashgabat summit on the Aral Sea. Shikhmuradov declared in favor of intensifying cooperation between the  countries in power development, specifically under comprehensive programs of the Organization for Economic Cooperation.",2,0,,TALKS;  Turkmenistan (I) INVITES Tajikistan (R) to summit on Aral Sea;,WNC (FBIS),Moscow ITAR-TASS World Service,1,,3/3/1999,Aral Sea problems,12a
5245,2928,1,5403,5389,F874,F874,874,3/14/1999,ISR_JOR,JORD,1,Yarmuk River,ISR,JOR,I,R,JORD_ISR,JORD_JOR,Israel--Jordan,2,10,-2,y,"Israel announces that due to drought it can only provide 40% of annual allocation of Yarmuk water.  Jordanian Information Minister states that Jordan ""rejects any change"" in the terms of the treaty.",2,0,Yarmuk River,Israel (I) ANNOUNCES;  Jordan (R);  see event below;,FoF,"Facts on File, 6/10/99, Vol. 59, No. 3053, p. 426",1,,3/14/1999,water allocation,2
5246,2929,1,5405,5391,F876,F876,876,3/15/1999,ISR_JOR,JORD,1,Jordan,ISR,JOR,I,R,JORD_ISR,JORD_JOR,Israel--Jordan,2,9,-1,y,Israeli government states it cannot fulfill treaty commitments due to low rainfall. ,2,0,,Israel (I) CANNOT FULFILL COMMITMENTS to Jordan (R),BBC,BBC News (1999 Internet edition),1,,3/15/1999,water allocation (drought),2
5247,2930,1,5404,5390,F875,F875,875,3/15/1999,ISR_JOR,JORD,1,Jordan River,ISR,JOR,R,I,JORD_ISR,JORD_JOR,Israel--Jordan,2,11,-3,y,"Jordanian official states that Government ""strongly"" rejects water commissioner's request to reduce flow of water to Jordan. Although the peace treaty does not address reductions due to droughts, Ben-Meir Israel Water Commissioner requested that Jordan accept a reduction of approximately 60% in its 1999 water allocation, since the Jordan River has only received approximately 40% of its normal annual streamflow.",2,0,,Jordan (I) STRONGLY REJECTS Israel (R) request (request captured elsewhere?);   see above event;,FBIS & Jerusalem Post,Jerusalem Post & Jordan Times (FBIS),1,nes,3/15/1999,water allocation (drought),2
5248,2931,1,5406,5392,F273,F273,273,3/16/1999,ISR_JOR,JORD,1,Yarmuk River& Lake Tiberias,ISR,JOR,I,R,JORD_ISR,JORD_JOR,Israel--Jordan,2,11,-3,y,In a new proactive step toward Jordan the Israeli government announced its intention to reduce the amount of water it will pump to Jordan next summer for 50 million cubic meters mcm to 20 mcm. This means a 60% cut in the amount of water stipulated in signed agreements. Israel excuse is a lack of rainfall this year & low amount of water flowing from al-Yarmuk River into Lake Tiberias.,2,0,Yarmuk River,RENIG ON PROPOSAL;  Israel (I)--Jordan (R),WNC (FBIS),Amman Al-Dustur,1,nes,3/16/1999,water sharing (agreement),2
5249,2932,1,4389,4368,F274,F274,274,3/18/1999,ISR_JOR,JORD,1,Jordan*,ISR,JOR,R,I,JORD_ISR,JORD_JOR,Israel--Jordan,2,10,-2,y,Governmental blueprint for coping with water shortage this year reflects seriousness with which Prime Minister al-Rawabidah is dealing with crisis. The 1st feature of program of action is insistence that Israel live up to its treaty obligation and supply Jordan with its full share of water agreed upon with no conditions attached.,2,0,,INSIST ON AGREEMENT;  Jordan (I)--Jordan (R),WNC (FBIS),Amman Jordan Times (www),1,nes,3/18/1999,water sharing,2
5250,2933,1,4390,4369,F275,F275,275,3/18/1999,ISR_JOR,JORD,1,Yarmuk River& Lake Tiberias,ISR,JOR,R,I,JORD_ISR,JORD_JOR,Israel--Jordan,2,11,-3,y,"Jordan yesterday stepped up its stance on water crisis with Israel and threatened to respond in kind should Tel Aviv go ahead and reduce Jordan's water share. A senior Jordan source said the insistence on Israel's part of tampering with water agreement will clearly mean tampering with signed agreements and this is something to which we will respond in an appropriate manner. So far, we've listened to Israel technical views about reducing Jordan's share of water because of drought and shortage in Lake Tiberias and al-Yarmuk River. We also have technical views which reject this completely.",2,0,Yarmuk River,THREATEN;  Jordan (I)--Israel (R),WNC (FBIS),London Al-Sharq Al-Aswat,1,nes,3/19/1999,water sharing (agreement),2
5251,2934,1,3722,4370,F276,F276,276,3/22/1999,ISR_JOR,JORD,1,Jordan* or not specified?,ISR,JOR,,,JORD_ISR,JORD_JOR,Israel--Jordan--US,3,9,-1,ExVar,"Mahadin, Jordan Minister of Water and Irrigation, has said he has no knowledge of any Jordan request for US mediation to solve dispute with Israel over its water share and that US envoy will arrive in Amman soon to discuss this issue. Israel papers claimed yesterday that Jordan recently asked US Administration to help settle the water problem with Israel and that US State Department expert in Middle East water issues recently arrived in Israel to help settle this issue.",2,0,,DENIES (Meredith);  neutral event(s)?!?; 2 events!?--> (1) Israel papers claim… (2) Jordan Minister has no knowledge,WNC (FBIS),Amman Al-Dustur,ExVar,nes,3/23/1999,water sharing,2
5252,2935,1,3723,4371,F366,F366,366,3/29/1999,BGR_TUR,MRSA,1,Arda (Upper) River,BGR,TUR,M,M,MRSA_BGR,MRSA_TUR,Bulgaria--Turkey,2,4,4,y,"An ""energy and infrastructure"" cooperation agreement, which Turkey and Bulgaria have been discussing for the past 8 months, was signed in Sofia today by Aktas Turkey Energy & Natural Resources Minister and Shilyashki Bulgaria Energy Corporation President. Turkey will buy 33.7 billion kilowatt-hours/year of electricity from Bulgaria, in exchange for Ceylan Holding Company building a 114-kilometer highway between Orizovo & Capt. Andrevo, as well as 3 dams within the framework of the ""Upper Arda"" project.",10,0,,AGREEMENT SIGNED on energy (hydroelectric dams) & info;,WNC (FBIS),Ankara Anatolia,1,weu,3/29/1999,infrastructure agreement (dams),2b3
5254,2937,1,3725,4373,F367,F367,367,4/3/1999,SYR_TUR,TIGR,1,Euphrates,SYR,TUR,R,I,TIGR_SYR,TIGR_TUR,Syria--Turkey,2,7,1,y,"Turkey President Demirel expressed hope that Turkey will emerge stable from April 18 elections. Replying to reporters' questions in Qatar on whether talks will be held with Syria on water issue, Demirel said Turkey is always open to negotiations. Pointing out that Turkey is always ready to discuss issue with Iraq and Syria, Demirel said that Turkey wants to discuss issue of who owns how much land and how much water is needed for that land. Demirel said issue isn't to divide water but to allocate it.",2,0,,EXPRESSED OPENNESS TO NEGOTIATIONS & DESIRE TO TALK on water issue;  Turkey (I)--Syria (R);,WNC (FBIS),Ankara Anatolia,1,weu,4/3/1999,water allocation,2
5256,2939,1,3727,4375,F877,F877,877,4/7/1999,ISR_JOR,JORD,1,Jordan*,ISR,JOR,R,I,JORD_ISR,JORD_JOR,Israel--Jordan,2,7,1,y,"During meeting of the Joint Water Committee, Jordan Mahadin states Israel is committed to upholding the Peace Treaty and indicates ""substantial thaw"" in relations between the two countries. Officials indicate that it is unclear if the planned reduction in water supplies is the official Israeli position, since the cabinet has not yet released an official statement.",2,0,,Jordan (I) STATEMENTS regarding Israel (R) water commitments;,FBIS,Jordan Times & Jerusalem Al-Quds,1,nes,4/7/1999,water allocation (drought),2
5258,2941,1,5408,5394,F1101,F1101B,919,4/8/1999,UZB_INT,ARAL,1,Aral Sea,UZB,INT,,,ARAL_UZB,ARAL_INT,Uzbekistan,1,0,,n/a-contextual information,Uzbekistan President Karimov plans on attending the Central Asian summit on the state of Aral Sea in Ashgabat.,0,0,,Uzbekistan President INTENDS TO ATTEND C. Asian Summit,WNC (FBIS),Moscow Interfax,2,,4/8/1999,Aral Sea,12a
5259,2942,1,5410,5396,F1101,F1101D,921,4/9/1999,KAZ_KGZ,ARAL,1,Aral Sea,KAZ,KGZ,M,M,ARAL_KAZ,ARAL_KGZ,Kazakhstan--Kyrgystan--Tajikistan--Turkmenistan--Uzbekistan,5,7,1,y,"A summit meeting was held between the Presidents of the 5 Central Asian states devoted to the problems of Aral Sea. At the summit on Friday, the 5 states called on conflicting sides in Afghanistan to actively continue political settlement process.",8,0,,"MEETING (see other, related events for ""repeats""!)",WNC (FBIS),Moscow ITAR-TASS World Service,1,,4/9/1999,Aral Sea problems,12a
5260,2942,2,5411,5397,F1101,F1101E,921,4/9/1999,KAZ_TJK,ARAL,1,Aral Sea,KAZ,TJK,M,M,ARAL_KAZ,ARAL_TJK,Kazakhstan--Kyrgystan--Tajikistan--Turkmenistan--Uzbekistan,5,7,1,y,"A summit meeting was held between the Presidents of the 5 Central Asian states devoted to the problems of Aral Sea. At the summit on Friday, the 5 states called on conflicting sides in Afghanistan to actively continue political settlement process.",8,0,,"MEETING (see other, related events for ""repeats""!)",WNC (FBIS),Moscow ITAR-TASS World Service,1,,4/9/1999,Aral Sea problems,12a
5261,2942,3,5412,5398,F1101,F1101F,921,4/9/1999,KAZ_TKM,ARAL,1,Aral Sea,KAZ,TKM,M,M,ARAL_KAZ,ARAL_TKM,Kazakhstan--Kyrgystan--Tajikistan--Turkmenistan--Uzbekistan,5,7,1,y,"A summit meeting was held between the Presidents of the 5 Central Asian states devoted to the problems of Aral Sea. At the summit on Friday, the 5 states called on conflicting sides in Afghanistan to actively continue political settlement process.",8,0,,"MEETING (see other, related events for ""repeats""!)",WNC (FBIS),Moscow ITAR-TASS World Service,1,,4/9/1999,Aral Sea problems,12a
5262,2942,4,5413,5399,F1101,F1101G,921,4/9/1999,KAZ_UZB,ARAL,1,Aral Sea,KAZ,UZB,M,M,ARAL_KAZ,ARAL_UZB,Kazakhstan--Kyrgystan--Tajikistan--Turkmenistan--Uzbekistan,5,7,1,y,"A summit meeting was held between the Presidents of the 5 Central Asian states devoted to the problems of Aral Sea. At the summit on Friday, the 5 states called on conflicting sides in Afghanistan to actively continue political settlement process.",8,0,,"MEETING (see other, related events for ""repeats""!)",WNC (FBIS),Moscow ITAR-TASS World Service,1,,4/9/1999,Aral Sea problems,12a
5263,2942,5,5414,5400,F1101,F1101H,921,4/9/1999,KGZ_TJK,ARAL,1,Aral Sea,KGZ,TJK,M,M,ARAL_KGZ,ARAL_TJK,Kazakhstan--Kyrgystan--Tajikistan--Turkmenistan--Uzbekistan,5,7,1,y,"A summit meeting was held between the Presidents of the 5 Central Asian states devoted to the problems of Aral Sea. At the summit on Friday, the 5 states called on conflicting sides in Afghanistan to actively continue political settlement process.",8,0,,"MEETING (see other, related events for ""repeats""!)",WNC (FBIS),Moscow ITAR-TASS World Service,1,,4/9/1999,Aral Sea problems,12a
5264,2942,6,5415,5401,F1101,F1101I,921,4/9/1999,KGZ_TKM,ARAL,1,Aral Sea,KGZ,TKM,M,M,ARAL_KGZ,ARAL_TKM,Kazakhstan--Kyrgystan--Tajikistan--Turkmenistan--Uzbekistan,5,7,1,y,"A summit meeting was held between the Presidents of the 5 Central Asian states devoted to the problems of Aral Sea. At the summit on Friday, the 5 states called on conflicting sides in Afghanistan to actively continue political settlement process.",8,0,,"MEETING (see other, related events for ""repeats""!)",WNC (FBIS),Moscow ITAR-TASS World Service,1,,4/9/1999,Aral Sea problems,12a
5265,2942,7,5416,5402,F1101,F1101J,921,4/9/1999,KGZ_UZB,ARAL,1,Aral Sea,KGZ,UZB,M,M,ARAL_KGZ,ARAL_UZB,Kazakhstan--Kyrgystan--Tajikistan--Turkmenistan--Uzbekistan,5,7,1,y,"A summit meeting was held between the Presidents of the 5 Central Asian states devoted to the problems of Aral Sea. At the summit on Friday, the 5 states called on conflicting sides in Afghanistan to actively continue political settlement process.",8,0,,"MEETING (see other, related events for ""repeats""!)",WNC (FBIS),Moscow ITAR-TASS World Service,1,,4/9/1999,Aral Sea problems,12a
5266,2942,8,5417,5403,F1101,F1101K,921,4/9/1999,TJK_TKM,ARAL,1,Aral Sea,TJK,TKM,M,M,ARAL_TJK,ARAL_TKM,Kazakhstan--Kyrgystan--Tajikistan--Turkmenistan--Uzbekistan,5,7,1,y,"A summit meeting was held between the Presidents of the 5 Central Asian states devoted to the problems of Aral Sea. At the summit on Friday, the 5 states called on conflicting sides in Afghanistan to actively continue political settlement process.",8,0,,"MEETING (see other, related events for ""repeats""!)",WNC (FBIS),Moscow ITAR-TASS World Service,1,,4/9/1999,Aral Sea problems,12a
5267,2942,9,5418,5404,F1101,F1101L,921,4/9/1999,TJK_UZB,ARAL,1,Aral Sea,TJK,UZB,M,M,ARAL_TJK,ARAL_UZB,Kazakhstan--Kyrgystan--Tajikistan--Turkmenistan--Uzbekistan,5,7,1,y,"A summit meeting was held between the Presidents of the 5 Central Asian states devoted to the problems of Aral Sea. At the summit on Friday, the 5 states called on conflicting sides in Afghanistan to actively continue political settlement process.",8,0,,"MEETING (see other, related events for ""repeats""!)",WNC (FBIS),Moscow ITAR-TASS World Service,1,,4/9/1999,Aral Sea problems,12a
5268,2942,10,5419,5405,F1101,F1101M,921,4/9/1999,TKM_UZB,ARAL,1,Aral Sea,TKM,UZB,M,M,ARAL_TKM,ARAL_UZB,Kazakhstan--Kyrgystan--Tajikistan--Turkmenistan--Uzbekistan,5,7,1,y,"A summit meeting was held between the Presidents of the 5 Central Asian states devoted to the problems of Aral Sea. At the summit on Friday, the 5 states called on conflicting sides in Afghanistan to actively continue political settlement process.",8,0,,"MEETING (see other, related events for ""repeats""!)",WNC (FBIS),Moscow ITAR-TASS World Service,1,,4/9/1999,Aral Sea problems,12a
5269,2943,1,5409,5395,F1101,F1101C,920,4/9/1999,TJK_UZB,ARAL,1,Aral Sea,TJK,UZB,M,M,ARAL_TJK,ARAL_UZB,Tajikistan--Uzbekistan,2,7,1,y,Tajik President Rahmonov and Uzbek President Karimov have confirmed mutual interest in bilateral cooperation.,2,0,,MUTUAL INTEREST CONFIRMED;  captured elsewhere?,WNC (FBIS),Moscow ITAR-TASS World Service,1,,4/9/1999,Aral Sea,12a
