Basin,Country 1,Country 2,Description,Scale
Tumen,CHN,PRK,China Permanent Representative to UN Huasun told world body that China government has always stressed & supported development of Tumen River valley & has made significant contributions to international cooperation in the region. There has been rapid development in areas of power supply  water supply  etc. (ports & telecommunications).,1
Tumen,CHN,KOR,China Permanent Representative to UN Huasun told world body that China government has always stressed & supported development of Tumen River valley & has made significant contributions to international cooperation in the region. There has been rapid development in areas of power supply  water supply  etc. (ports & telecommunications).,1
Tumen,CHN,RUS,China Permanent Representative to UN Huasun told world body that China government has always stressed & supported development of Tumen River valley & has made significant contributions to international cooperation in the region. There has been rapid development in areas of power supply  water supply  etc. (ports & telecommunications).,1
Tumen,CHN,UNO,China Permanent Representative to UN Huasun told world body that China government has always stressed & supported development of Tumen River valley & has made significant contributions to international cooperation in the region. There has been rapid development in areas of power supply  water supply  etc. (ports & telecommunications).,1
Tumannaya River,CHN,MNG,Government representatives of Russia  China  North & South Korea  & Mongolia have signed 3 agreements at UN Organization on promotion of economic development of Tumannaya River basin in Northeast Asia. The project  originating in early 1990s  is intended for 20-year period & provides for comprehenise economic & social development of the area  specifically establishing modern infrastructure & power facilities. According to documents initialed in May  the Coordinating Committee for Development of Tumannaya River Basin & Consultative Committee for development of Northeast Asia & river basin are being set up. The sides have also agreed to observe ecological standards in development.,4
Tumannaya River,CHN,PRK,Government representatives of Russia  China  North & South Korea  & Mongolia have signed 3 agreements at UN Organization on promotion of economic development of Tumannaya River basin in Northeast Asia. The project  originating in early 1990s  is intended for 20-year period & provides for comprehenise economic & social development of the area  specifically establishing modern infrastructure & power facilities. According to documents initialed in May  the Coordinating Committee for Development of Tumannaya River Basin & Consultative Committee for development of Northeast Asia & river basin are being set up. The sides have also agreed to observe ecological standards in development.,4
Tumannaya River,CHN,KOR,Government representatives of Russia  China  North & South Korea  & Mongolia have signed 3 agreements at UN Organization on promotion of economic development of Tumannaya River basin in Northeast Asia. The project  originating in early 1990s  is intended for 20-year period & provides for comprehenise economic & social development of the area  specifically establishing modern infrastructure & power facilities. According to documents initialed in May  the Coordinating Committee for Development of Tumannaya River Basin & Consultative Committee for development of Northeast Asia & river basin are being set up. The sides have also agreed to observe ecological standards in development.,4
Tumannaya River,CHN,RUS,Government representatives of Russia  China  North & South Korea  & Mongolia have signed 3 agreements at UN Organization on promotion of economic development of Tumannaya River basin in Northeast Asia. The project  originating in early 1990s  is intended for 20-year period & provides for comprehenise economic & social development of the area  specifically establishing modern infrastructure & power facilities. According to documents initialed in May  the Coordinating Committee for Development of Tumannaya River Basin & Consultative Committee for development of Northeast Asia & river basin are being set up. The sides have also agreed to observe ecological standards in development.,4
Tumannaya River,MNG,PRK,Government representatives of Russia  China  North & South Korea  & Mongolia have signed 3 agreements at UN Organization on promotion of economic development of Tumannaya River basin in Northeast Asia. The project  originating in early 1990s  is intended for 20-year period & provides for comprehenise economic & social development of the area  specifically establishing modern infrastructure & power facilities. According to documents initialed in May  the Coordinating Committee for Development of Tumannaya River Basin & Consultative Committee for development of Northeast Asia & river basin are being set up. The sides have also agreed to observe ecological standards in development.,4
Tumannaya River,MNG,KOR,Government representatives of Russia  China  North & South Korea  & Mongolia have signed 3 agreements at UN Organization on promotion of economic development of Tumannaya River basin in Northeast Asia. The project  originating in early 1990s  is intended for 20-year period & provides for comprehenise economic & social development of the area  specifically establishing modern infrastructure & power facilities. According to documents initialed in May  the Coordinating Committee for Development of Tumannaya River Basin & Consultative Committee for development of Northeast Asia & river basin are being set up. The sides have also agreed to observe ecological standards in development.,4
Tumannaya River,MNG,RUS,Government representatives of Russia  China  North & South Korea  & Mongolia have signed 3 agreements at UN Organization on promotion of economic development of Tumannaya River basin in Northeast Asia. The project  originating in early 1990s  is intended for 20-year period & provides for comprehenise economic & social development of the area  specifically establishing modern infrastructure & power facilities. According to documents initialed in May  the Coordinating Committee for Development of Tumannaya River Basin & Consultative Committee for development of Northeast Asia & river basin are being set up. The sides have also agreed to observe ecological standards in development.,4
Tumannaya River,PRK,KOR,Government representatives of Russia  China  North & South Korea  & Mongolia have signed 3 agreements at UN Organization on promotion of economic development of Tumannaya River basin in Northeast Asia. The project  originating in early 1990s  is intended for 20-year period & provides for comprehenise economic & social development of the area  specifically establishing modern infrastructure & power facilities. According to documents initialed in May  the Coordinating Committee for Development of Tumannaya River Basin & Consultative Committee for development of Northeast Asia & river basin are being set up. The sides have also agreed to observe ecological standards in development.,4
Tumannaya River,PRK,RUS,Government representatives of Russia  China  North & South Korea  & Mongolia have signed 3 agreements at UN Organization on promotion of economic development of Tumannaya River basin in Northeast Asia. The project  originating in early 1990s  is intended for 20-year period & provides for comprehenise economic & social development of the area  specifically establishing modern infrastructure & power facilities. According to documents initialed in May  the Coordinating Committee for Development of Tumannaya River Basin & Consultative Committee for development of Northeast Asia & river basin are being set up. The sides have also agreed to observe ecological standards in development.,4
Tumannaya River,KOR,RUS,Government representatives of Russia  China  North & South Korea  & Mongolia have signed 3 agreements at UN Organization on promotion of economic development of Tumannaya River basin in Northeast Asia. The project  originating in early 1990s  is intended for 20-year period & provides for comprehenise economic & social development of the area  specifically establishing modern infrastructure & power facilities. According to documents initialed in May  the Coordinating Committee for Development of Tumannaya River Basin & Consultative Committee for development of Northeast Asia & river basin are being set up. The sides have also agreed to observe ecological standards in development.,4
Danube,HUN,SVK,"Slovakia National Party Deputy Kunc proposed in parliament on 12/11 that ratification of the treaty between Slovakia & Hungary be postponed until the 2 sides agree on identical interpretation of it. The treaty states that  ""the organized strategies of Hungary to create autonomy for Hungary minority in southern Slovakia will end  for them  with achievement of their aims &  for us  with loss of our southern territory along with key enterprises (including the Gabcikovo-Nagymaros Water Project).",
Euphrates,ARL,IRQ,"Arab League criticized Turkey on 12/13 for ""monopolizing"" waters of the Euphrates River which flows into Iraq & Syria. Deputy Secretary General 'Adnan 'Imran expressed the League's deep worry over Turkey's policies which ignore Arab rights over Euphrates' water. Turkey continues to monopolize Syria & Iraq's water & cause pollution to environment  he said  which is a grave violation of water sharing accords signed between Syria & Turkey in August 1993 & the commitment made by Turkey to solve the problem before the end of the year. In July of 1992  Turkey opened $25 billion Ataturk dam on the Euphrates  raising protests from downstream Iraq & Syria.",
Euphrates,ARL,SYR,"Arab League criticized Turkey on 12/13 for ""monopolizing"" waters of the Euphrates River which flows into Iraq & Syria. Deputy Secretary General 'Adnan 'Imran expressed the League's deep worry over Turkey's policies which ignore Arab rights over Euphrates' water. Turkey continues to monopolize Syria & Iraq's water & cause pollution to environment  he said  which is a grave violation of water sharing accords signed between Syria & Turkey in August 1993 & the commitment made by Turkey to solve the problem before the end of the year. In July of 1992  Turkey opened $25 billion Ataturk dam on the Euphrates  raising protests from downstream Iraq & Syria.",
Euphrates,ARL,TUR,"Arab League criticized Turkey on 12/13 for ""monopolizing"" waters of the Euphrates River which flows into Iraq & Syria. Deputy Secretary General 'Adnan 'Imran expressed the League's deep worry over Turkey's policies which ignore Arab rights over Euphrates' water. Turkey continues to monopolize Syria & Iraq's water & cause pollution to environment  he said  which is a grave violation of water sharing accords signed between Syria & Turkey in August 1993 & the commitment made by Turkey to solve the problem before the end of the year. In July of 1992  Turkey opened $25 billion Ataturk dam on the Euphrates  raising protests from downstream Iraq & Syria.",-1
Mekong,,,"Informal meeting of ASEAN member states & Cambodia  Laos  & Burma  who wish to become ASEAN members. ASEAN leaders yesterday approved organization's involvement in infrastructure development in Mekong River basin  which takes in part of Burma (""sentence as published"").",
Jordan*,ISR,LBN,Pending results of talks between Syria President al-Asasd & US Secretary Christopher  Lebanon Foreign Minister Buwayz said that a statement by Israel Prime Minister Peres contained no practical proposals. Before Warren arrived in Damascus to work on positive signs in region to revive Syria-Israel negotiations  Buwayz said Lebanon authorities are the only party qualified to negotiate & discuss Lebanon's rights in peace process. Thus  Israel Prime Minister Peres' refuting a statement (i.e.  that a call was made to Syria to negotiate water issues & economic ties on Lebanon's behalf) is manuver intended to create conflict & a race between Lebanon & Syria.,-1
Jordan*,LBN,SYR,Pending results of talks between Syria President al-Asasd & US Secretary Christopher  Lebanon Foreign Minister Buwayz said that a statement by Israel Prime Minister Peres contained no practical proposals. Before Warren arrived in Damascus to work on positive signs in region to revive Syria-Israel negotiations  Buwayz said Lebanon authorities are the only party qualified to negotiate & discuss Lebanon's rights in peace process. Thus  Israel Prime Minister Peres' refuting a statement (i.e.  that a call was made to Syria to negotiate water issues & economic ties on Lebanon's behalf) is manuver intended to create conflict & a race between Lebanon & Syria.,0
Jordan,,,Norwegian newspaper Dagbladet writes today that Israel  Jordan  & PLO delegations have been conducting secret talks on water issues for 1 & 1/2 years & that an agreement  in principle  on the division of water resources will be signed in about 2 weeks. Talks were led in Oslo by Professor Dalen  a Norweigan water expert.,
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,CHN,KHM,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,CHN,LAO,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,CHN,MMR,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,CHN,THA,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,CHN,VNM,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,KHM,MMR,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,KHM,LAO,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,KHM,THA,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,KHM,VNM,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,LAO,MMR,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,LAO,THA,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,LAO,VNM,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,MMR,THA,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,MMR,VNM,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
NamthEuropean Unionne  Sekong & Sesane rivers/lakes in Vietnam,THA,VNM,The 2nd Mekong Sub-Regional Conference on Energy cooperation was held with the participation of delegates from Vietnam  Laos  Cambodia  Thailand  Myanmar  & China's Yunnan province. During the 2-day Conference  participants discussed cooperation measures to further develop energy services among Mekong sub-region  including a research program on Laos' hydroelectric potential of rivers & lakes (such as Namtheune  Sekong & Sesane) & transmission networks.,1
? all shared basins--> Danube  Dniester  & Vistula/Wista,POL,UKR,Ukraine & Poland environment officials met Monday (12/18) to discuss joint water monitoring & measures to control shipping industrial waste across borders. Also discussed construction of purifaction facilities in the border-line zone & organizing joint cooperation groups on territories close to the border.,1
? all shared basins--> Danube  Dniester  & Vistula/Wista,POL,UKR,Ukraine & Poland environment officials met Monday (12/18) to discuss joint water monitoring & measures to control shipping industrial waste across borders. Also discussed construction of purifaction facilities in the border-line zone & organizing joint cooperation groups on territories close to the border.,1
? all shared basins--> Danube  Dniester  & Vistula/Wista,POL,UKR,Ukraine & Poland environment officials met Monday (12/18) to discuss joint water monitoring & measures to control shipping industrial waste across borders. Also discussed construction of purifaction facilities in the border-line zone & organizing joint cooperation groups on territories close to the border.,1
not specified,BGD,OTH,Bangladesh reaffirmed its commitment to implement objectives & principles of the SAARC (South Asian Association for Regional Cooperation) charter. Bangladesh Foreign Minister Rahman said the SAARC has made considerable progress in different fields since it was founded in Dhaka in 1985. Significantly  Bangladesh presented an 8-point proposal for consideration by SAARC at the New Delhi meeting. The proposal includes sharing of vitally important water resources in the region where SAARC countries share common waterways.,2
Tigris--Euphrates/ Shatt al Arab,SYR,TUR,"Syria must end its support to PKK terrorism & so-called leader of this organization & thus ""give up trying to create non-existent connection between waters & terrorism  Akara said. Turkish Foreign Ministry Deputy Spokesman Narkan said that Syrian officials have repeatedly been informed on this issue. Nurkan said Syrian officials have applied to Turkey on 1st days of December  claiming that their rights were put in danger with GAP (SE Anatolian Project) watering projects by Turkey not cooperating & informing them over building water dams on the Euphrates River. Syria has appealed to some western countries & the Arab League. Stressing that international law hasn't been established yet on international rivers  & applications of countries on this issue differ  Nurkan dismissed claims that international law has been violated. Since 1983  Syrian officals have been informed on Euphrates river water dams at joint technical committee meetings. Nurkan also dismissed claims of Damascus that GAP watering projects cause pollution. Turkey has proposed a 3-stage plan based on scientific & technical studies to determine just water rationing  but the proposal has been refused.",-1
Manavgat (not international basin),CYP,TUR,Turkey mentions that water is an issue in the Cyprus problem and that a solution using Manavgat water should be discussed.,0
Tigris--Euphrates/ Shatt al Arab,IRQ,SYR,Finalization of a credit agreement for the Birecik Dam on the Euphrates River is new trouble between Turkey and Syria.Syria started lobbying against Turkey in the Arab League & western countries. Ankara says Syria claims that polluted water was not taken seriously by experts. Turkey experts say GAP (including Ataturk Dam) is irrigating less than 1/10 of the area that it plans to. Pollution can only be seen at later stages. Syria claims that this is irrelevant  said Foreign Ministry spokesman Akbel in a press conference. Turkey's proposal of a 3-stage plan to solve the water problem between Turkey  Syria  & Iraq included measures to avert pollution  but has not been accepted by the 2 countries. The plan was initiated in 1990 & calls for inventory studies of water & land resources & finally determination of irrigation types & systems for planned projects aimed to minimize water losses.,
Tigris--Euphrates/ Shatt al Arab,IRQ,TUR,Finalization of a credit agreement for the Birecik Dam on the Euphrates River is new trouble between Turkey and Syria.Syria started lobbying against Turkey in the Arab League & western countries. Ankara says Syria claims that polluted water was not taken seriously by experts. Turkey experts say GAP (including Ataturk Dam) is irrigating less than 1/10 of the area that it plans to. Pollution can only be seen at later stages. Syria claims that this is irrelevant  said Foreign Ministry spokesman Akbel in a press conference. Turkey's proposal of a 3-stage plan to solve the water problem between Turkey  Syria  & Iraq included measures to avert pollution  but has not been accepted by the 2 countries. The plan was initiated in 1990 & calls for inventory studies of water & land resources & finally determination of irrigation types & systems for planned projects aimed to minimize water losses.,
Tigris  Euphrates,SYR,TUR,Turkey states there is nothing to be gained through negotiations over water. Syria should trust Turkey and shouldn't support terrorism.,-1
"Tigris  Euphrates, Asi",SYR,TUR,Turkey chides Syria for not letting sufficient water into Turkey from the Asi and says Syria should be as neighborly as Turkey is with cross-border water.,-1
"Tigris  Euphrates, Asi",SYR,TUR,Turkey chides Syria for not letting sufficient water into Turkey from the Asi and says Syria should be as neighborly as Turkey is with cross-border water.,-1
Beit Zera pipeline,ISR,JOR,Israel delivers water (per the Peace Treaty allocation) to Jordan via the Beit Zera pipeline. The agreement stipulates that 10 million cubic meters (mcm) be transferred during the winter of 1996 and 20 million cubic meters in the summer of 1996.,4
Limpopo  Incomati  Maputo  Umbeluzi,MOZ,ZAF,Joint Water Commisssion between the governments of Mozambique and South Africa Terms of Reference ,6
Limpopo  Incomati  Maputo  Umbeluzi,MOZ,ZAF,Joint Water Commisssion between the governments of Mozambique and South Africa Terms of Reference ,6
Limpopo  Incomati  Maputo  Umbeluzi,MOZ,ZAF,Joint Water Commisssion between the governments of Mozambique and South Africa Terms of Reference ,6
Limpopo  Incomati  Maputo  Umbeluzi,MOZ,ZAF,Joint Water Commisssion between the governments of Mozambique and South Africa Terms of Reference ,6
Mahakali River,IND,NPL,Karhmandu ground to a halt Wednesday at the start of a 2-day strike called by 9 communist factions seeking to limit India's influence in Nepal The organizers want an end to June's 20-60% increases in petroleum project prices  repealing of the 1950 Indo-Nepal Peace & Friendship Treaty  cancellation of a multi-billion dollar river project  removal of Indian troops from Nepal territory & an end to the proposed terrorism laws. The 1950 treaty is seen as unfair by critics who say it gives India political & economic leverage over Nepal The Mahakali River integrated project treaty (which includes plans for hydropower & irrigation) has met similar criticism since its signing last year  as Nepal will invest in the project with India. See event F227.,6
Mahakali River,IND,NPL,The joint committee of parliament has demanded that the Nepal government clarify its stand on alleged Indian occupation of far-west area in Nepal. A meeting of the Nepal parliamentary panel Thursday also decided to seek the government's stand on the status of a Detailed Project Report of a major Nepal-India joint water project on border river. The multi-purpose Pancheshwar project is the core of a treaty between Nepal & India on the integrated development of the Mahakali border River (some Members of Parliament demanded the government ask India to remove troops allegedly stationed in Nepal's Kalapani area  near the source of the Mahakali River  as a precondition for ratification of the treaty). The joint parliamentary committee  comprising representatives of all political parties  was formed to supervise the execution of the Mahakali treaty  which Nepal officials hailed as the watershed in Nepal-India bilateral cooperation of water development on equal terms.,6
Cauvery?,IND,INT,Internal water dispute in India,
Tigris  Euphrates,SYR,TUR,"Turkey conducted a study which showed that Syria would lose in a war. Turkey says the problem is related to Syria linking water with terrorism and unjustified disputes regarding Turkish water. Reference was made in this article to an earlier ""exchange of ultimatums.""",-2
Tigris--Euphrates/ Shatt al Arab,SYR,TUR,Foreign Ministry Thursday briefed countries from the Organization for Economic Cooperation & Development on the Euphrates River in Ankara  as Syria has tried to turn the issue into an international conflict. Ankara conveyed its views on the issue - officials refuted Syrian charges that a dam would reduce the amount of water to Syria & that the irrigation project in the southeast was polluting water. Turkey is careful to release more water than its neighbors expect  they added. Briefing will be repeated to Arabic countries on Friday. Turkey on Sunday issued a protest note to Damascus as tensions rose over the Euphrates River.,-1
Tigris  Euphrates,SYR,TUR,Turkey issues protest note to Syria and tells foreign diplomats that Turkey is justified with its position on water.,-2
Tigris  Euphrates,,,Turkey responds to Arabic states criticizing her over unilateral decisions on water policy. There is a call by Middle Eastern states for Turkey to sign a water deal. It was also stated that Israel has sided with Syria.,-1
Tigris--Euphrates/ Shatt al Arab,SYR,TUR,Uneasy with Syria's attempt to lobby against Turkey water policy  Ankara declared on 1/3 that it's going to brief Arab & Western envoys on water question after massive Syrian attempts  backed by Egypt & 6 Arab countries & organizations  some which called on Turkey to sign a just water accord with Syria & not deprive it of rights. Briefings will occur this week & any diplomat can participate  said Foreign Ministry spokesman Akbel. The 7 counties ended the meeting with Syria & criticized Ankara for building dams without consulting states through which it flows (Syria & Iraq). Syria strongly criticized Turkey for the project that would reduce flows for drinking & irrigation. Ankara criticized Syria for untruthful accusations  saying no there is case of pollution or water deprivation. Turkey Foreign Ministry also denied existence of ministry that blamed Israel for Syria's increased demands for water. Turkey daily said Wednesday that Turkey Ministry attributed toughening Syrian stance to Israeli support. Akbel said there is no link between Middle East peace process & Euphrates waters.,-1
Mekong,KHM,VNM,The Prime Minister issued a decision defining the function  obligation  scope of activities & organizational structure of Vietnam's National Mekong River Committee (VNMRC) on 12/30/95. The Minister has the control to manage the Committee's cooperation activities with the Council of the Mekong River Commission (MRC)  Mekong nations  NGOs  & domestic units to reasonably exploit & protect water resources & other natural resources in basin. VNMRC is to cooperate with its counterparts from other member-countries of the MRC to organize implementation of an agreement on cooperation & sustainable development of the Mekong River Basin. It will supervise & manage water & other resources  protect Vietnam's interests through master plans & cooperation projects  & cooperate with others to protect & develop the basin.,1
Mekong,LAO,VNM,The Prime Minister issued a decision defining the function  obligation  scope of activities & organizational structure of Vietnam's National Mekong River Committee (VNMRC) on 12/30/95. The Minister has the control to manage the Committee's cooperation activities with the Council of the Mekong River Commission (MRC)  Mekong nations  NGOs  & domestic units to reasonably exploit & protect water resources & other natural resources in basin. VNMRC is to cooperate with its counterparts from other member-countries of the MRC to organize implementation of an agreement on cooperation & sustainable development of the Mekong River Basin. It will supervise & manage water & other resources  protect Vietnam's interests through master plans & cooperation projects  & cooperate with others to protect & develop the basin.,1
Mekong,THA,VNM,The Prime Minister issued a decision defining the function  obligation  scope of activities & organizational structure of Vietnam's National Mekong River Committee (VNMRC) on 12/30/95. The Minister has the control to manage the Committee's cooperation activities with the Council of the Mekong River Commission (MRC)  Mekong nations  NGOs  & domestic units to reasonably exploit & protect water resources & other natural resources in basin. VNMRC is to cooperate with its counterparts from other member-countries of the MRC to organize implementation of an agreement on cooperation & sustainable development of the Mekong River Basin. It will supervise & manage water & other resources  protect Vietnam's interests through master plans & cooperation projects  & cooperate with others to protect & develop the basin.,1
Tigris--Euphrates/ Shatt al Arab,ARL,TUR,Ankara warned Arab countries against forming Iraq-Syrian front (recommended by the Arab League) against it in a water dispute  Turkey diplomatic sources said on Thursday.,-1
Tigris--Euphrates/ Shatt al Arab,IRQ,TUR,Ankara warned Arab countries against forming Iraq-Syrian front (recommended by the Arab League) against it in a water dispute  Turkey diplomatic sources said on Thursday.,-1
Tigris--Euphrates/ Shatt al Arab,SYR,TUR,Ankara warned Arab countries against forming Iraq-Syrian front (recommended by the Arab League) against it in a water dispute  Turkey diplomatic sources said on Thursday.,-1
Euphrates,ISR,SYR,Israel won't intervene in Turkey/Syria water dispute. Israel says Syria is making the same claims against Turkey that Syria charges Israel makes against Syria.,0
Euphrates,ISR,TUR,Israel won't intervene in Turkey/Syria water dispute. Israel says Syria is making the same claims against Turkey that Syria charges Israel makes against Syria.,0
Tigris--Euphrates Rivers,SYR,TUR,"Syria has demanded that Turkey sign a formal agreement for sharing Euphrates waters  saying it is ready to discuss with Turkey & Iraq the ""rational use of waters"" of the Euphrates  but rejects claims of co-ownership of the river with the 2 counties.",-1
Tigris--Euphrates/ Shatt al Arab,ARL,IRQ,The Arab League is trying to persuade Iraq & Syria to overcome their differences & form a joint front against Turkey's plans to divert water from the Euphrates River  a League official said on 1/14. They're trying to organize a meeting between Iraq & Syria experts at Cairo headquarters to coordinate positions on the issue  which threatens to reduce water flowing to them. Baghdad & Damascus broke off diplomatic relations at the start of the 1980-88 Iran-Iraq war. Turkey has angered both countries with irrigation & hydropower plans involving 30 dams & 19 power plants along the Tigris & Euphrates Rivers.,1
Tigris--Euphrates/ Shatt al Arab,ARL,SYR,The Arab League is trying to persuade Iraq & Syria to overcome their differences & form a joint front against Turkey's plans to divert water from the Euphrates River  a League official said on 1/14. They're trying to organize a meeting between Iraq & Syria experts at Cairo headquarters to coordinate positions on the issue  which threatens to reduce water flowing to them. Baghdad & Damascus broke off diplomatic relations at the start of the 1980-88 Iran-Iraq war. Turkey has angered both countries with irrigation & hydropower plans involving 30 dams & 19 power plants along the Tigris & Euphrates Rivers.,1
Tigris--Euphrates/ Shatt al Arab,ARL,TUR,The Arab League is trying to persuade Iraq & Syria to overcome their differences & form a joint front against Turkey's plans to divert water from the Euphrates River  a League official said on 1/14. They're trying to organize a meeting between Iraq & Syria experts at Cairo headquarters to coordinate positions on the issue  which threatens to reduce water flowing to them. Baghdad & Damascus broke off diplomatic relations at the start of the 1980-88 Iran-Iraq war. Turkey has angered both countries with irrigation & hydropower plans involving 30 dams & 19 power plants along the Tigris & Euphrates Rivers.,
Amu Darya,TKM,UZB,Presidents of Turkey & Uzbekistan  Niyazov & Karimov  ended talks in the city of Chardzhou on Tuesday by signing a package of cooperation agreements  including outline of political treaty & cooperation agreements on border protection  water use & other issues  Turkey Foreign Minister officials told Interfax. Many say that exploitation of oil fields on the right bank of the Amudarya River were expected to dominate the agenda of a private meeting between the Presidents. A 2nd article adds: Presidents may also discuss terms of using oil & gas fields on the bank of the Amu-Darya River & water supply problems. Karimov will return on Tuesday to Tashkent.,4
? all shared basins --> Douro/Duero  Guadiana   Lima  Mino/Minho  & Tagus/Tejo,ESP,PRT,Portugal Prime Minister says an upcoming summit will not try to solve water problems with Spain  but that the foundation of a future solution will be laid.,1
? all shared basins --> Douro/Duero  Guadiana   Lima  Mino/Minho  & Tagus/Tejo,ESP,PRT,Portugal Prime Minister says an upcoming summit will not try to solve water problems with Spain  but that the foundation of a future solution will be laid.,1
