BCCODE,CCODE,RBO,RIV,RIV_NAME,RBO_NAME,AGREEMENT_NAME,AGREEMENT_DATE,Continent,RIP_NAMES,RIP_NO,MEMB_NAMES,MEMB_NO,LATERALITY,INCLUSIVENESS,ISSUES_NAMES,ISSUE_TYPES,ISSUE_NO,ISSUE_SCOPE,ISSUE_BROAD,WAT_LAW_REF,WAT_LAW_PRINC,LEG_PERS,ORG_TYPE,ORG_BOD_NAMES,ORG_BOD_TYPES,ORG_BOD_NO,ORG_BOD_QUAN,SEC_EX,SEC_FUNC_NAMES,SEC_FUNC_CLASS,SEC_FUNC_NO,SEC_FUNC_QUAN,DEC_MAK_SPEC,DEC_MAK_NAMES,DEC_MAK_MEC,DEC_MAK_BIND,INF_SHAR_EX,INF_SHAR_MEC,INF_SHAR_ISSUE,INF_SHAR_LEV,INF_SHAR_RIV,DISP_RES_EX,DISP_RES_MEC,DISP_RES_TYPE_1,DISP_RES_TYPE_2,DISP_RES_LEV_1,DISP_RES_LEV_2,MON_EX,MON_MEC,MON_ISSUE,MON_SCOPE,MON_LEV,ADAP_EX,ADAP_MEC,FUND_SPEC,FUND_MEC,BUD_MEC,CST_SHAR_EX,CST_SHAR_MEC,CST_SHAR_TYPE,DON_INV_EX,DON_ID,BEN_SHAR_EX,BEN_SHAR_MEC,PUB_PART_EX,PUB_PART_MEC,PUB_PART_TYPE,EX_COOP_EX,EX_COOP_MEC,EX_COOP_PART,,Websites,,,,
RVMA_MOZ,MOZ,JWC6,RVMA,Ruvuma,Joint Water Commission on the Ruvuma,Agreement for the Joint Water Commission ,2006,Africa,Malawi; Mozambique; Tanzania,3,Mozambique; Tanzania,2,Bilateral,Non-inclusive,"ensuring sustainable development and equitable utilisation of common water resources of Ruvuma River basin; act as technical adviser to parties on matters relating to conservation, development and utilization of water resources, identify areas of cooperation related to intergraded water resources management and development",QUAN; ENVP,2,FEW,TRV,yes,EQUSE,.,Commission,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
RVMA_TZA,TZA,JWC6,RVMA,Ruvuma,Joint Water Commission on the Ruvuma,Agreement for the Joint Water Commission ,2006,Africa,Malawi; Mozambique; Tanzania,3,Mozambique; Tanzania,2,Bilateral,Non-inclusive,"ensuring sustainable development and equitable utilisation of common water resources of Ruvuma River basin; act as technical adviser to parties on matters relating to conservation, development and utilization of water resources, identify areas of cooperation related to intergraded water resources management and development",QUAN; ENVP,2,FEW,TRV,yes,EQUSE,.,Commission,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
PUNG_MOZ,MOZ,JWC7,PUNG,Pungwe,Joint Water Commission between Mozambique and Zimbabwe,Agreement between Mozambique and Zimbabwe on the Joint Water Commission,2002,Africa,Mozambique; Zimbabwe,2,Mozambique; Zimbabwe,2,Bilateral,Inclusive,"water resources use and conservation, including information management and technical advice; available water, existing utilisation levels, reasonable demand, relevant data and information, criteria for conservation, allocation and sustainable utilisation and prevention of pollution of water resources of common water resources",QUAN; QUAL; ENVP,3,FEW,TRV,.,.,.,Commission,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
PUNG_ZWE,ZWE,JWC7,PUNG,Pungwe,Joint Water Commission between Mozambique and Zimbabwe,Agreement between Mozambique and Zimbabwe on the Joint Water Commission,2002,Africa,Mozambique; Zimbabwe,2,Mozambique; Zimbabwe,2,Bilateral,Inclusive,"water resources use and conservation, including information management and technical advice; available water, existing utilisation levels, reasonable demand, relevant data and information, criteria for conservation, allocation and sustainable utilisation and prevention of pollution of water resources of common water resources",QUAN; QUAL; ENVP,3,FEW,TRV,.,.,.,Commission,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
BUZI_MOZ,MOZ,JWC7,BUZI,Buzi,Joint Water Commission between Mozambique and Zimbabwe,Agreement between Mozambique and Zimbabwe on the Joint Water Commission,2002,Africa,Mozambique; Zimbabwe,2,Mozambique; Zimbabwe,2,Bilateral,Inclusive,"water resources use and conservation, including information management and technical advice; available water, existing utilisation levels, reasonable demand, relevant data and information, criteria for conservation, allocation and sustainable utilisation and prevention of pollution of water resources of common water resources",QUAN; QUAL; ENVP,3,FEW,TRV,.,.,.,Commission,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
BUZI_ZWE,ZWE,JWC7,BUZI,Buzi,Joint Water Commission between Mozambique and Zimbabwe,Agreement between Mozambique and Zimbabwe on the Joint Water Commission,2002,Africa,Mozambique; Zimbabwe,2,Mozambique; Zimbabwe,2,Bilateral,Inclusive,"water resources use and conservation, including information management and technical advice; available water, existing utilisation levels, reasonable demand, relevant data and information, criteria for conservation, allocation and sustainable utilisation and prevention of pollution of water resources of common water resources",QUAN; QUAL; ENVP,3,FEW,TRV,.,.,.,Commission,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
SABI_MOZ,MOZ,JWC7,SABI,Save/Sabi,Joint Water Commission between Mozambique and Zimbabwe,Agreement between Mozambique and Zimbabwe on the Joint Water Commission,2002,Africa,Mozambique; Zimbabwe,2,Mozambique; Zimbabwe,2,Bilateral,Inclusive,"water resources use and conservation, including information management and technical advice; available water, existing utilisation levels, reasonable demand, relevant data and information, criteria for conservation, allocation and sustainable utilisation and prevention of pollution of water resources of common water resources",QUAN; QUAL; ENVP,3,FEW,TRV,.,.,.,Commission,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
SABI_ZWE,ZWE,JWC7,SABI,Save/Sabi,Joint Water Commission between Mozambique and Zimbabwe,Agreement between Mozambique and Zimbabwe on the Joint Water Commission,2002,Africa,Mozambique; Zimbabwe,2,Mozambique; Zimbabwe,2,Bilateral,Inclusive,"water resources use and conservation, including information management and technical advice; available water, existing utilisation levels, reasonable demand, relevant data and information, criteria for conservation, allocation and sustainable utilisation and prevention of pollution of water resources of common water resources",QUAN; QUAL; ENVP,3,FEW,TRV,.,.,.,Commission,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
KURA_GEO,GEO,KAJC,KURA,Kura-Araks,Kura Araks Joint Commission,.,.,Asia,Azerbaijan; Iran; Armenia; Russia; Georgia; Turkey,6,Georgia; Turkey,2,Bilateral,Non-inclusive,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
KURA_TUR,TUR,KAJC,KURA,Kura-Araks,Kura Araks Joint Commission,.,.,Asia,Azerbaijan; Iran; Armenia; Russia; Georgia; Turkey,6,Georgia; Turkey,2,Bilateral,Non-inclusive,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
ICMT_ZAF,ZAF,KBWA,ICMT,Incomati,Komati Basin Water Authority (KOBWA),Treaty on the Development and Utilization of the Water Resources of the Komati River Basin between the Government of the Kindgom of Swaziland and the Government of the Republic of South Africa,1992,Africa,Mozambique; South Africa; Swaziland,3,South Africa; Swaziland,2,Bilateral,Non-inclusive,"hydropower management and operation (implement Phase 1 of Komati River Basin Development Project, comprising design, construction, operation and maintenance of Driekoppies Dam in South Africa and the Maguga Dam in Swaziland; ensure that resources harvested by project as well as other natural resources and infrastructure available within the area of operation are managed in a sustainable manner to maximise the long term benefits to all stakeholders)",HYDR,1,SIN,TRV,.,.,.,.,"Board of Directors; CEO; Departments (Water Management, Environment and Resettlement and Corporate Support Services)",OTH,3,FEW,no,n/a,n/a,n/a,n/a,yes,"KOBWA makes the analysis and discusses the matter with the Komati Joint Operations Forum (KJOF), if the decisions required are purely operational, KOBWA as the managing authority makes those decisions in consultation with the KJOF; decisions taken by consensus",COS,yes,yes,information generated by KOBWA’s decisions support systems and the monitoring network of river gauging stations and abstraction records is used to provide water use and dam reconciliation statements to the parties,HYDR; QUAN,INS,TRV,yes,"disputes are solved through negotiations, if not solved within 3 month, reference to arbitration tribunal",NEG,EXTRIB,BIL,EXT,.,.,.,.,.,.,.,yes,fundings consists of loans from pricate financial institutions and government contributions,.,yes,"for meetings, each country pays ist expences for participation, hosting country pays for organization of meeting; all other costs are equally distributed among the members unless the Commission takes a different decisions",EQL,yes,World Bank,yes,countries share benefits from electricity generation from dam and joint management,no,n/a,n/a,.,.,.,,http://www.kobwa.co.za/,,,,
ICMT_SWZ,SWZ,KBWA,ICMT,Incomati,Komati Basin Water Authority (KOBWA),Treaty on the Development and Utilization of the Water Resources of the Komati River Basin between the Government of the Kindgom of Swaziland and the Government of the Republic of South Africa,1992,Africa,Mozambique; South Africa; Swaziland,3,South Africa; Swaziland,2,Bilateral,Non-inclusive,"hydropower management and operation (implement Phase 1 of Komati River Basin Development Project, comprising design, construction, operation and maintenance of Driekoppies Dam in South Africa and the Maguga Dam in Swaziland; ensure that resources harvested by project as well as other natural resources and infrastructure available within the area of operation are managed in a sustainable manner to maximise the long term benefits to all stakeholders)",HYDR,1,SIN,TRV,.,.,.,.,"Board of Directors; CEO; Departments (Water Management, Environment and Resettlement and Corporate Support Services)",OTH,3,FEW,no,n/a,n/a,n/a,n/a,yes,"KOBWA makes the analysis and discusses the matter with the Komati Joint Operations Forum (KJOF), if the decisions required are purely operational, KOBWA as the managing authority makes those decisions in consultation with the KJOF; decisions taken by consensus",COS,yes,yes,information generated by KOBWA’s decisions support systems and the monitoring network of river gauging stations and abstraction records is used to provide water use and dam reconciliation statements to the parties,HYDR; QUAN,INS,TRV,yes,"disputes are solved through negotiations, if not solved within 3 month, reference to arbitration tribunal",NEG,EXTRIB,BIL,EXT,.,.,.,.,.,.,.,yes,fundings consists of loans from pricate financial institutions and government contributions,.,yes,"for meetings, each country pays ist expences for participation, hosting country pays for organization of meeting; all other costs are equally distributed among the members unless the Commission takes a different decisions",EQL,yes,World Bank,yes,countries share benefits from electricity generation from dam and joint management,no,n/a,n/a,.,.,.,,http://www.kobwa.co.za/,,,,
LKCH_CAF,CAF,LCBC,LKCH,Lake Chad,Lake Chad Basin Commission,Convention and Statutes relating to the Development of the Chad Basin,1964,Africa,Algeria; Cameroon; Central African Republic; Chad; Libya; Niger; Nigeria; Sudan,8,Cameroon; Central African Republic; Chad; Niger; Nigeria; Libya,6,Multilateral,Non-inclusive,"groundwater; navigation; biodiversity; poverty reduction; manage natural and water resources of Lake Chad in a nationaI, sustainable and equitable manner; conserve and protect the ecosystems of the conventional basin; preserve and promote transbounbary peace and security in the conventional basin",GROU; NAV; SOCD; BIOD; ENVP; QUAN,6,MUL,TBR,yes,EQUSE; NOTIF,yes,Commission,Conference of Heads of State and Government (not realized regularly); Commission; Executive Secretary; Steering Committee for GEF Project; Basin Committee for Strategic Planning,MHS; COM; SEC; NAC; ADTEC,5,MUL,yes,financial services and administration; project planning and implementation; documentation and information issues; technical/research advice,FINSERV; ADSERV; DATA; COOR; IMPL; RES,6,MUL,yes,Decisions of the Commission shall be adopted unanimously; to become binding they have to be approved by the governments of the member states,UNA,yes,yes,"Commission shall assemble, examining and diffusing information on the projects prepared by Member States; LCBC keeps members informed through periodic reports (at least once per year) about works and studies",GROU; NAV; SOCD; BIOD; ENVP; QUAN,INS,TBR,yes,"LCBC examines complaints and assists in settling disputes, with Commision of Mediation, Conciliation and Arbitration of OAU deciding on disputes concerning interpretation of Convention",EXTRIB,n/a,EXT,n/a,.,.,.,.,.,.,.,yes,Member States shall contribute on an equal basis to ordinary budget of the Commission; any extraordinary expenditures shall be financed by and with agreement of Governments concerned,"Commission shall draw up its budget at its first meeting which shall be submitted for the approval of the Member
States",yes,"Member States shall contribute on an equal basis to the ordinary budget; in addition, Fonds de Developpment for which chaque Etat membre versera chaque année 1:1000 de son budget national annuel au Fonds de développement (actually, these are Nigeria 52%, Cameroon 26%, Chad 11%, Niger 7%, Central African Republic 4%) ",EQL; KEY,yes,EU; France; Germany; UNDP; World Bank,.,.,no,n/a,n/a,no,n/a,n/a,,http://www.lakechadbc.org ,,,,
LKCH_CMR,CMR,LCBC,LKCH,Lake Chad,Lake Chad Basin Commission,Convention and Statutes relating to the Development of the Chad Basin,1964,Africa,Algeria; Cameroon; Central African Republic; Chad; Libya; Niger; Nigeria; Sudan,8,Cameroon; Central African Republic; Chad; Niger; Nigeria; Libya,6,Multilateral,Non-inclusive,"groundwater; navigation; biodiversity; poverty reduction; manage natural and water resources of Lake Chad in a nationaI, sustainable and equitable manner; conserve and protect the ecosystems of the conventional basin; preserve and promote transbounbary peace and security in the conventional basin",GROU; NAV; SOCD; BIOD; ENVP; QUAN,6,MUL,TBR,yes,EQUSE; NOTIF,yes,Commission,Conference of Heads of State and Government (not realized regularly); Commission; Executive Secretary; Steering Committee for GEF Project; Basin Committee for Strategic Planning,MHS; COM; SEC; NAC; ADTEC,5,MUL,yes,financial services and administration; project planning and implementation; documentation and information issues; technical/research advice,FINSERV; ADSERV; DATA; COOR; IMPL; RES,6,MUL,yes,Decisions of the Commission shall be adopted unanimously; to become binding they have to be approved by the governments of the member states,UNA,yes,yes,"Commission shall assemble, examining and diffusing information on the projects prepared by Member States; LCBC keeps members informed through periodic reports (at least once per year) about works and studies",GROU; NAV; SOCD; BIOD; ENVP; QUAN,INS,TBR,yes,"LCBC examines complaints and assists in settling disputes, with Commision of Mediation, Conciliation and Arbitration of OAU deciding on disputes concerning interpretation of Convention",EXTRIB,n/a,EXT,n/a,.,.,.,.,.,.,.,yes,Member States shall contribute on an equal basis to ordinary budget of the Commission; any extraordinary expenditures shall be financed by and with agreement of Governments concerned,"Commission shall draw up its budget at its first meeting which shall be submitted for the approval of the Member
States",yes,"Member States shall contribute on an equal basis to the ordinary budget; in addition, Fonds de Developpment for which chaque Etat membre versera chaque année 1:1000 de son budget national annuel au Fonds de développement (actually, these are Nigeria 52%, Cameroon 26%, Chad 11%, Niger 7%, Central African Republic 4%) ",EQL; KEY,yes,EU; France; Germany; UNDP; World Bank,.,.,no,n/a,n/a,no,n/a,n/a,,http://www.lakechadbc.org ,,,,
LKCH_TCD,TCD,LCBC,LKCH,Lake Chad,Lake Chad Basin Commission,Convention and Statutes relating to the Development of the Chad Basin,1964,Africa,Algeria; Cameroon; Central African Republic; Chad; Libya; Niger; Nigeria; Sudan,8,Cameroon; Central African Republic; Chad; Niger; Nigeria; Libya,6,Multilateral,Non-inclusive,"groundwater; navigation; biodiversity; poverty reduction; manage natural and water resources of Lake Chad in a nationaI, sustainable and equitable manner; conserve and protect the ecosystems of the conventional basin; preserve and promote transbounbary peace and security in the conventional basin",GROU; NAV; SOCD; BIOD; ENVP; QUAN,6,MUL,TBR,yes,EQUSE; NOTIF,yes,Commission,Conference of Heads of State and Government (not realized regularly); Commission; Executive Secretary; Steering Committee for GEF Project; Basin Committee for Strategic Planning,MHS; COM; SEC; NAC; ADTEC,5,MUL,yes,financial services and administration; project planning and implementation; documentation and information issues; technical/research advice,FINSERV; ADSERV; DATA; COOR; IMPL; RES,6,MUL,yes,Decisions of the Commission shall be adopted unanimously; to become binding they have to be approved by the governments of the member states,UNA,yes,yes,"Commission shall assemble, examining and diffusing information on the projects prepared by Member States; LCBC keeps members informed through periodic reports (at least once per year) about works and studies",GROU; NAV; SOCD; BIOD; ENVP; QUAN,INS,TBR,yes,"LCBC examines complaints and assists in settling disputes, with Commision of Mediation, Conciliation and Arbitration of OAU deciding on disputes concerning interpretation of Convention",EXTRIB,n/a,EXT,n/a,.,.,.,.,.,.,.,yes,Member States shall contribute on an equal basis to ordinary budget of the Commission; any extraordinary expenditures shall be financed by and with agreement of Governments concerned,"Commission shall draw up its budget at its first meeting which shall be submitted for the approval of the Member
States",yes,"Member States shall contribute on an equal basis to the ordinary budget; in addition, Fonds de Developpment for which chaque Etat membre versera chaque année 1:1000 de son budget national annuel au Fonds de développement (actually, these are Nigeria 52%, Cameroon 26%, Chad 11%, Niger 7%, Central African Republic 4%) ",EQL; KEY,yes,EU; France; Germany; UNDP; World Bank,.,.,no,n/a,n/a,no,n/a,n/a,,http://www.lakechadbc.org ,,,,
LKCH_NER,NER,LCBC,LKCH,Lake Chad,Lake Chad Basin Commission,Convention and Statutes relating to the Development of the Chad Basin,1964,Africa,Algeria; Cameroon; Central African Republic; Chad; Libya; Niger; Nigeria; Sudan,8,Cameroon; Central African Republic; Chad; Niger; Nigeria; Libya,6,Multilateral,Non-inclusive,"groundwater; navigation; biodiversity; poverty reduction; manage natural and water resources of Lake Chad in a nationaI, sustainable and equitable manner; conserve and protect the ecosystems of the conventional basin; preserve and promote transbounbary peace and security in the conventional basin",GROU; NAV; SOCD; BIOD; ENVP; QUAN,6,MUL,TBR,yes,EQUSE; NOTIF,yes,Commission,Conference of Heads of State and Government (not realized regularly); Commission; Executive Secretary; Steering Committee for GEF Project; Basin Committee for Strategic Planning,MHS; COM; SEC; NAC; ADTEC,5,MUL,yes,financial services and administration; project planning and implementation; documentation and information issues; technical/research advice,FINSERV; ADSERV; DATA; COOR; IMPL; RES,6,MUL,yes,Decisions of the Commission shall be adopted unanimously; to become binding they have to be approved by the governments of the member states,UNA,yes,yes,"Commission shall assemble, examining and diffusing information on the projects prepared by Member States; LCBC keeps members informed through periodic reports (at least once per year) about works and studies",GROU; NAV; SOCD; BIOD; ENVP; QUAN,INS,TBR,yes,"LCBC examines complaints and assists in settling disputes, with Commision of Mediation, Conciliation and Arbitration of OAU deciding on disputes concerning interpretation of Convention",EXTRIB,n/a,EXT,n/a,.,.,.,.,.,.,.,yes,Member States shall contribute on an equal basis to ordinary budget of the Commission; any extraordinary expenditures shall be financed by and with agreement of Governments concerned,"Commission shall draw up its budget at its first meeting which shall be submitted for the approval of the Member
States",yes,"Member States shall contribute on an equal basis to the ordinary budget; in addition, Fonds de Developpment for which chaque Etat membre versera chaque année 1:1000 de son budget national annuel au Fonds de développement (actually, these are Nigeria 52%, Cameroon 26%, Chad 11%, Niger 7%, Central African Republic 4%) ",EQL; KEY,yes,EU; France; Germany; UNDP; World Bank,.,.,no,n/a,n/a,no,n/a,n/a,,http://www.lakechadbc.org ,,,,
LKCH_NGA,NGA,LCBC,LKCH,Lake Chad,Lake Chad Basin Commission,Convention and Statutes relating to the Development of the Chad Basin,1964,Africa,Algeria; Cameroon; Central African Republic; Chad; Libya; Niger; Nigeria; Sudan,8,Cameroon; Central African Republic; Chad; Niger; Nigeria; Libya,6,Multilateral,Non-inclusive,"groundwater; navigation; biodiversity; poverty reduction; manage natural and water resources of Lake Chad in a nationaI, sustainable and equitable manner; conserve and protect the ecosystems of the conventional basin; preserve and promote transbounbary peace and security in the conventional basin",GROU; NAV; SOCD; BIOD; ENVP; QUAN,6,MUL,TBR,yes,EQUSE; NOTIF,yes,Commission,Conference of Heads of State and Government (not realized regularly); Commission; Executive Secretary; Steering Committee for GEF Project; Basin Committee for Strategic Planning,MHS; COM; SEC; NAC; ADTEC,5,MUL,yes,financial services and administration; project planning and implementation; documentation and information issues; technical/research advice,FINSERV; ADSERV; DATA; COOR; IMPL; RES,6,MUL,yes,Decisions of the Commission shall be adopted unanimously; to become binding they have to be approved by the governments of the member states,UNA,yes,yes,"Commission shall assemble, examining and diffusing information on the projects prepared by Member States; LCBC keeps members informed through periodic reports (at least once per year) about works and studies",GROU; NAV; SOCD; BIOD; ENVP; QUAN,INS,TBR,yes,"LCBC examines complaints and assists in settling disputes, with Commision of Mediation, Conciliation and Arbitration of OAU deciding on disputes concerning interpretation of Convention",EXTRIB,n/a,EXT,n/a,.,.,.,.,.,.,.,yes,Member States shall contribute on an equal basis to ordinary budget of the Commission; any extraordinary expenditures shall be financed by and with agreement of Governments concerned,"Commission shall draw up its budget at its first meeting which shall be submitted for the approval of the Member
States",yes,"Member States shall contribute on an equal basis to the ordinary budget; in addition, Fonds de Developpment for which chaque Etat membre versera chaque année 1:1000 de son budget national annuel au Fonds de développement (actually, these are Nigeria 52%, Cameroon 26%, Chad 11%, Niger 7%, Central African Republic 4%) ",EQL; KEY,yes,EU; France; Germany; UNDP; World Bank,.,.,no,n/a,n/a,no,n/a,n/a,,http://www.lakechadbc.org ,,,,
LKCH_LBY,LBY,LCBC,LKCH,Lake Chad,Lake Chad Basin Commission,Convention and Statutes relating to the Development of the Chad Basin,1964,Africa,Algeria; Cameroon; Central African Republic; Chad; Libya; Niger; Nigeria; Sudan,8,Cameroon; Central African Republic; Chad; Niger; Nigeria; Libya,6,Multilateral,Non-inclusive,"groundwater; navigation; biodiversity; poverty reduction; manage natural and water resources of Lake Chad in a nationaI, sustainable and equitable manner; conserve and protect the ecosystems of the conventional basin; preserve and promote transbounbary peace and security in the conventional basin",GROU; NAV; SOCD; BIOD; ENVP; QUAN,6,MUL,TBR,yes,EQUSE; NOTIF,yes,Commission,Conference of Heads of State and Government (not realized regularly); Commission; Executive Secretary; Steering Committee for GEF Project; Basin Committee for Strategic Planning,MHS; COM; SEC; NAC; ADTEC,5,MUL,yes,financial services and administration; project planning and implementation; documentation and information issues; technical/research advice,FINSERV; ADSERV; DATA; COOR; IMPL; RES,6,MUL,yes,Decisions of the Commission shall be adopted unanimously; to become binding they have to be approved by the governments of the member states,UNA,yes,yes,"Commission shall assemble, examining and diffusing information on the projects prepared by Member States; LCBC keeps members informed through periodic reports (at least once per year) about works and studies",GROU; NAV; SOCD; BIOD; ENVP; QUAN,INS,TBR,yes,"LCBC examines complaints and assists in settling disputes, with Commision of Mediation, Conciliation and Arbitration of OAU deciding on disputes concerning interpretation of Convention",EXTRIB,n/a,EXT,n/a,.,.,.,.,.,.,.,yes,Member States shall contribute on an equal basis to ordinary budget of the Commission; any extraordinary expenditures shall be financed by and with agreement of Governments concerned,"Commission shall draw up its budget at its first meeting which shall be submitted for the approval of the Member
States",yes,"Member States shall contribute on an equal basis to the ordinary budget; in addition, Fonds de Developpment for which chaque Etat membre versera chaque année 1:1000 de son budget national annuel au Fonds de développement (actually, these are Nigeria 52%, Cameroon 26%, Chad 11%, Niger 7%, Central African Republic 4%) ",EQL; KEY,yes,EU; France; Germany; UNDP; World Bank,.,.,no,n/a,n/a,no,n/a,n/a,,http://www.lakechadbc.org ,,,,
ORAN_ZAF,ZAF,LHWC,ORAN,Orange,Lesotho Highlands Water Commission,Treaty on the Lesotho Highlands Water Project between South Africa and Lesotho,1986,Africa,Botswana; Namibia; Lesotho; South Africa,4,Lesotho; South Africa,2,Bilateral,Non-inclusive,hydropower generation as income generation for Lesotho; socioeconomic development; irrigation water supply and drinking water supply,DRIN; AGRI; HYDRO; SOCD,4,FEW,TRV,.,.,.,Authority,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"in case of conflict that cannot be solved by LHWC, an arbitration tribunal becomes active (consists of 3 members that do not come from member states, appointed each by one side who then appoint 3rd member); if no solution by tribunal, referral to president of the World Commission on Dams; decisions are taken by majority and are binding ",EXTRIB,EXTRIB,EXT,EXT,.,.,.,.,.,.,.,yes,"costs stem from budget of joint projects, covered by South Africa (through international loans); Lesotho receives funding for South Africa bein able to use the water ",.,yes,"RSA bearing the full costs of the LHWP relating to transferral of water to South Africa, Lesotho paying for hydropower component (=5% of total costs of LHWP); RSA receives water, Lesotho retains benefits from selling hydroelectricity; RSA pays royalties to Lesotho (consisting of 2 components)",KEY,yes,EIB; World Bank,yes,South Africa benefits from water use for which it pays royalties to Lesotho,yes,1999 MoU between LHDA and NGOs,INF,.,.,.,,http://www.lhwp.org.ls/default.htm ,,,,
ORAN_LSO,LSO,LHWC,ORAN,Orange,Lesotho Highlands Water Commission,Treaty on the Lesotho Highlands Water Project between South Africa and Lesotho,1986,Africa,Botswana; Namibia; Lesotho; South Africa,4,Lesotho; South Africa,2,Bilateral,Non-inclusive,hydropower generation as income generation for Lesotho; socioeconomic development; irrigation water supply and drinking water supply,DRIN; AGRI; HYDRO; SOCD,4,FEW,TRV,.,.,.,Authority,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,yes,"in case of conflict that cannot be solved by LHWC, an arbitration tribunal becomes active (consists of 3 members that do not come from member states, appointed each by one side who then appoint 3rd member); if no solution by tribunal, referral to president of the World Commission on Dams; decisions are taken by majority and are binding ",EXTRIB,EXTRIB,EXT,EXT,.,.,.,.,.,.,.,yes,"costs stem from budget of joint projects, covered by South Africa (through international loans); Lesotho receives funding for South Africa bein able to use the water ",.,yes,"RSA bearing the full costs of the LHWP relating to transferral of water to South Africa, Lesotho paying for hydropower component (=5% of total costs of LHWP); RSA receives water, Lesotho retains benefits from selling hydroelectricity; RSA pays royalties to Lesotho (consisting of 2 components)",KEY,yes,EIB; World Bank,yes,South Africa benefits from water use for which it pays royalties to Lesotho,yes,1999 MoU between LHDA and NGOs,INF,.,.,.,,http://www.lhwp.org.ls/default.htm ,,,,
LMPO_MOZ,MOZ,LPTC,LMPO,Limpopo,Limpopo Basin Permanent Technical Committee ,Agreement establishing a Limpopo Basin Permanent Technical Committee (Harare Agreement),1986,Africa,Botswana; Mozambique; South Africa; Zimbabwe,4,Botswana; Mozambique; South Africa; Zimbabwe,4,Multilateral,Inclusive,advise member states on development of water resources in the basin; study of the basin; development of integrated river basin management plan,SOCD,1,SIN,BRV,no,n/a,no,Committee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
LMPO_ZAF,ZAF,LPTC,LMPO,Limpopo,Limpopo Basin Permanent Technical Committee ,Agreement establishing a Limpopo Basin Permanent Technical Committee (Harare Agreement),1986,Africa,Botswana; Mozambique; South Africa; Zimbabwe,4,Botswana; Mozambique; South Africa; Zimbabwe,4,Multilateral,Inclusive,advise member states on development of water resources in the basin; study of the basin; development of integrated river basin management plan,SOCD,1,SIN,BRV,no,n/a,no,Committee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
LMPO_ZWE,ZWE,LPTC,LMPO,Limpopo,Limpopo Basin Permanent Technical Committee ,Agreement establishing a Limpopo Basin Permanent Technical Committee (Harare Agreement),1986,Africa,Botswana; Mozambique; South Africa; Zimbabwe,4,Botswana; Mozambique; South Africa; Zimbabwe,4,Multilateral,Inclusive,advise member states on development of water resources in the basin; study of the basin; development of integrated river basin management plan,SOCD,1,SIN,BRV,no,n/a,no,Committee,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,n/a,,,,
